id,vf_an_01,vf_an_02,vf_an_03,vf_an_04,vf_an_05,vf_an_06,vf_an_07,vf_an_08,vf_an_09,vf_an_10,vf_an_11,vf_an_12,vf_an_13,vf_an_14,vf_an_15,vf_an_16,vf_an_17,vf_an_18,vf_an_19,vf_an_20,vf_an_21,vf_an_22,vf_an_23,vf_an_24,vf_an_25,vf_an_26,vf_an_27,vf_an_28,vf_an_29,vf_an_30,vf_an_31,vf_an_32,vf_an_33,vf_an_34,vf_an_35
389,dog,cat,ferret,kangaroo,dolphin,cardinal,sparrow,wolf,bear,deer,elk,owl,hawk,eagle,vulture,rat,mouse,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
390,Dog,Cat,Monkey,sloth,zebra,elephant,fish,koala,bird,lion,tiger,bear,jaguar,panther,coyote,buffalo,deer,bison,pig,cow,chicken,turkey,quail,squid,99,99,99,99,99,99,99,99,99,99,99
391,elephant,aardvark,penguin,iguana,boa constrictor,zebra,giraffe,lion,duckbilled platypus,kangaroo,pit viper,lemur,chimpanzee,poison dart frog,salamander,gecko,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
392,cat,dog,bird,tegu,fish,zebra,liion,hippo,giraffe,goat,sheep,okapi,pangolin,anteater,ferret,rabbit,snake,owl,eagle,dinosaur,kangaroo,chicken,walaby,99,99,99,99,99,99,99,99,99,99,99,99
393,dog,cat,elephant,frog,grass hopper,hippo,iguana,alligator,crocodile,narwhale,zebra,flamingo,rhino,yak,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
394,Horse,cow,cat,dog,hamster,bird,parrot,cockatoo,hippo,giraff,kangaroo,crocodile,aligator,lizard,lady bug,grass hopper,butterfly,house fly,finch,raven,macaw,parakeet,99,99,99,99,99,99,99,99,99,99,99,99,99
396,ant,elephant,dolphin,tiger,lion,bear,cat,dog,lizard,platypus,octopus,snake,fish,shark,bird,hamster,gerbil,mouse,rat,bat,whale,eagle,penguin,crab,lobster,cow,pig,99,99,99,99,99,99,99,99
398,Ant,Rabbit,Frog,Dog,Cat,Bull,Cow,anteater,ardvark,whale,shark,fish,eel,bison,antelope,lion,cheetah,jaguar,leopard,horse,pig,chicken,duck,bird,alligator,snake,99,99,99,99,99,99,99,99,99
399,dog,cat,tiger,lion,bear,elephant,giraffe\,zebra,iguana,ant,spider,monkey,chimpanzee,koala bear,panda bear,rat,squirrel,raccoon,otter,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
400,elephant,dog,cat,zebra,lion,mule,cow,pig,horse,tiger,llama,beetle,human,cheeta,camel,turtle,fish,jaguar,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
401,cat,dog,mouse,rabbit,zebra,panda,koala,lion,tiger,bear,giraffe,liger,sloth,bird,bat,fly,squirrel,peacock,ostrich,whale,dolphin,shark,clownfish,otter,99,99,99,99,99,99,99,99,99,99,99
402,dog,cat,owl,bird,horse,turtle,frog,quail,monkey,lizard,aligator,walrus,penguin,goat,cow,chicken,deer,lion,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
403,dog,cat,elephant,giraffe,zebra,lion,seal,tiger,panther,mouse,turtle,squirrel,bird,dolphin,whale,fish,shark,snake,rhinosaurus,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
404,aebra,dogfosh,dog,fish,cow,bird,ostrich,whale,dophin,owl,cat,pig,goat,sheep,lamb,mouse,rat,cheetah,lion,gator,shark,seal,frog,99,99,99,99,99,99,99,99,99,99,99,99
405,dog,cat,koala,hippo,kangaroo,elephant,giraffe,camel,monkey,rabbit,snake,fish,lemur,tiger,bear,cougar,hamster,sloth,chipmunk,hawk,squirrel,turtle,dolphin,whale,shark,manatee,99,99,99,99,99,99,99,99,99
406,cat,dog,pig,cow,monkey,ostrich,buffalo,gibbon,zebra,horse,sheep,lion,tigers,bears,gopher,chipmonk,squirrel,rabbit,snake,mouse,rat,bat,hippo,fish,99,99,99,99,99,99,99,99,99,99,99
410,dog,cat,bird,alligator,elephant,giraffe,zebra,snake,python,horse,goat,sheep,cow,pig,donkey,dragon,unicorn,lizard,skink,fish,turtle,spider,eagle,mouse,rat,99,99,99,99,99,99,99,99,99,99
411,cat,dog,pig,sheep,tiger,walrus,octopus,monkey,ant,roach,spider,snake,bee,wasp,bear,manatee,whale,frog,lizard,snail,otter,walrus,crane,dolphin,butterfly,99,99,99,99,99,99,99,99,99,99
412,dog,cat,jaguar,cheetah,elephant,giraffe,whale,lion,tiger,bear,bird,penguin,alligator,crocodile,hamster,guinea pig,snake,lady bug,koala bear,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
413,wolf,cat,dog,lion,panther,cougar,jaguar,mouse,ferrett,chia,lizard,mongoose,weasle,merekat (sp?,fish,dolphin,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
414,lion,cat,dog,fish,bird,goat,cow,pig,aligator,horse,sheep,pelican,bear,tiger,elephant,rhinocerous,parrot,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
415,dog,cat,hamster,horse,cuttlefish,shark,dolphin,chicken,snake,fish,squid,penguin,butterfly,giraffe,elephant,bird,monkey],hippo,seal,lion,tiger,bear,sloth,aardvark,snail,99,99,99,99,99,99,99,99,99,99
416,snake,rabbit,dog,cat,lion,pig,cow,donkey,horse,rabbit,mouse,rat,fish,elephant,shark,dolphin,star fish,ant,grasshopper,bird,owl,moose,lepoard,iguana,99,99,99,99,99,99,99,99,99,99,99
417,CAT,DOG,PIG,GOAT,MONKEY,SNAKE,FOX,COUGAR,LIZARD,SLOTH,MCACK,TIGER,LION,PUMA,BEAR,GRIZZLY,MANTIS,FLY,MEERCAT,TOMCAT,IGUANA,ALIGATOR,CROCODILE,99,99,99,99,99,99,99,99,99,99,99,99
418,cat,dog,fish,whale,dolphin,seal,squirrel,moose,deer,lion,tiger,llama,eel,panda,cobra,bird,eagle,bunny,groundhog,mouse,swan,duck,goose,red herring,python,killer whale,urchin,99,99,99,99,99,99,99,99
419,bison,buffalo,ant,cheetah,tiger,dog,cat,rat,mouse,elephant,giraffe,frog,fish,water mocassin,snake,zebra,ape,gorrilla,marmoset,alligator,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
420,ox,ostrich,elephant,bear,bee,antelope,anteater,alligator,cat,dog,fox,goat,giraffe,baboon,hyena,jackolope,cheetah,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
422,monkey,cat,dog,bear,lion,tiger,giraffe,elephant,fish,bird,baboon,gorilla,snake,lizard,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
423,cat,dog,mouse,hippi,giraff,lion,tiger,bear,rat,bird,lizzard,fish,snake,pig,bear,horse,cow,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
426,oWL,CAT,DOG,WHALE,BIRD,FISH,DEER,DONEKY,HORSE,PIG,CHIKEN,COW,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
428,aadrvark,anteater,antelope,boar,badger,cat,condor,eagle,finch,hummingbird,wolf,fox,polar bear,brown bear,kodiak bear,salmon,dog,deer,dikdik,elk,eel,tilapia,cod,catfish,99,99,99,99,99,99,99,99,99,99,99
429,horse,cat,dog,otter,fox,cow,pig,sheep,goat,lion,zebra,whale,dolphin,shark,fish,chicken,turkey,kangaroo,kolla,panda bear,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
430,Panda,fly,cat,dog,fish,fox,polar bear,black bear,brown bear,Dolphin,Elephant,giraffe,goat,rams,sheep,deer,mosquitos,ticks,roaches,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
431,dog,cat,bull,boar,snake,rat,bear,goose,elephant,rhino,tiger,lion,zebra,pig,horse,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
432,cat,dog,mouse,horse,deer,pig,bear,hog,spider,rat,duck,swan,turkey,crab,fish,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
434,cat,dog,mouse,deer,fish,octopus,tiger,lion,bear,squirrel,beaver,antelope,zebra,elephant,giraffe,snail,turtle,hedgehog,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
435,giraffe,dog,cat,whale,dolphin,lizard,elephant,lion,zebra,antelope,crocodile,fish,shrimp,shark,seahorse,whaleshark,bird,eagle,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
437,dog,cat,hamster,ground hog,dolpin,pig,moose,elk,deer,chimpmunk,squirrel,fish,shark,possum,raccoon,tiger,lion,anteater,elephant,liger,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
438,cat,dog,mouse,lion,peacock,tiger,bunny,hen,swan,fish,beavers,squirrels,lamb,shark,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
439,lion,tiger,bear,cat,god,cow,horse,snake,rat,mice,zebra,panda,birds,red jay,blue jay,rabbit,bear,fox,snail,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
440,gorilla,cat,dog,bunny,rat,snake,frog,fish,bird,giraff,lion,tiger,bare,deer,moose,elk,mongoose,badger,lizers,gopher,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
442,dog,catefrog,"fish""",elephant,snake,lamb,cow,pig,chicken,turkey,lion,elk,pig,eel,bird,kangroo,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
443,bug,dog,cat,ant,giraffe,crocodile,alligator,whale,angel fish,sunfish,flea,sand flea,crab,bird,seagull,pelican,jellyfish,fox,opposum,rat,mole,shrew,bat,praying mantis,ants,99,99,99,99,99,99,99,99,99,99
444,panda,cat,dog,elk,moose,rabbit,buffalo,seal,hedgehog,lion,tiger,bear,ostrich,bat,hamster,rat,mouse,monkey,elephant,cow,horse,pig,snake,99,99,99,99,99,99,99,99,99,99,99,99
445,cat,dog,snake,lizards,birds,bunnies,lions,tigers,bears,elephants,giraffes,zebras,ferrets,rats,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
447,pig,goat,dog,bird,cat,cow,owl,wolf,ape,fish,starfish,chicken,ox,snake,lizard,bat,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
448,duck,cow,chicken,kangaroo,parrot,platypus,echidna,wallaby,camel,elephant,giraffe,emu,ostrich,toad,lizard,iguana,penguin,albatross,puffin,mouse,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
449,Dog,Cat,Cow,Monkey,Donkey,Giraffe,Armadillo,Panda,Dolphin,Shark,Whale,Seal,Lion,Tiger,Chicken,Goat,Horse,Rabbit,Squirrel,Hedgehog,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
450,dog,cat,zebra,lion,duck,cow,sheep,pig,moose,mouse,tiger,bear,camel,lama,fish,whale,shark,dolpin,lobster,deer,bunny,fox,99,99,99,99,99,99,99,99,99,99,99,99,99
451,dog,cat,bird,elephant,giraffe,pig,monkey,zebra,tiger,bear,lion,lizard,rabbit,squirrel,rat,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
452,crow,cat,dog,lizard,crocodile,alligator,giraffe,fish,flamingo,elephant,lion,parrot,macaw,ferret,mouse,rat,snake,zebra,horse,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
453,elephant,dog,cat,llama,rabit,squirrel,moose,elk,deer,weasle,rat,giraffe,lion,tiger,bear,oh my,bird,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
454,elephant,mouse,dog,cat,lion,cheetah,rhino,frog,seal,penguin,snake,monkey,turtle,dolphin,jaguar,horse,pig,chicken,cow,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
455,dog,cat,mouse,horse,raccon,squirell,elephant,monkey ape,shark,whale,fish,lizard,dinosaurs,bird,alligator,koala,spider,rhino,hippo,ants,fly,farrot,99,99,99,99,99,99,99,99,99,99,99,99,99
458,cat,dog,giraffe,elephant,bird,cow,bull,horse,pony,sheep,zebra,antelop,rabbit,hare,elephant,monkey,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
459,tiger,bear,lion,penguin,seagul,dog,cat,goat,ram,bull,bison,rhino,elephant,deer,skunk,squirrel,beetle,ladybug,bee,ant,whale,dolphin,fish,sea urchin,starfish,crab,oyster,99,99,99,99,99,99,99,99
460,cat,dog,bird,tiger,lion,bear,racoon,squirrel,hamster,owl,pigeon,hummingbird,lemur,gorilla,deer,swan,duck,salamander,whale,hippo,elephant,monkey,99,99,99,99,99,99,99,99,99,99,99,99,99
461,giraffe,zebra,lion,dog,cat,octopus,rabbit,snake,owl,bird,goat,llama,alpaca,sheep,cow,pig,sloth,monkey,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
462,cat,dog,rat,cat,pig,elephant,zebra,Lizard,sanke,Ox,Leech,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
463,elephant,cows,pigs,birds,penguins,giraffes,hippos,horses,lions,tigers,bears,dogs,cats,hampsters,donkeys,zebras,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
464,elephant,tardigrade,mouse,snake,dog,cat,daphnia,lion,bear,amoebae,raven,crow,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
465,dog,car,cow,duck,horse,chicken,zebra,cheetah,lion,bird,deer,pig,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
466,cat,dog,hamster,mouse,rat,kangaroo,monkey,snake,lizard,gorilla,deer,fly,bat,horse,kangaroo,bird,bat,lobster,crab,shark,whale,dolphin,99,99,99,99,99,99,99,99,99,99,99,99,99
467,Sting Ray,Cat,Dog,Horse,Snail,Snake,Cow,Pig,Chicken,Cheetah,Elephant,Lion,Monkey,Gorilla,Parrot,Bear,Mountain Lion,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
468,cat,dog,mouse,cougar,pigeon,duck,otter,platapus,rhino,seal,zebra,hippo,jackal,mosue,mouse*,squirrel,deer,fox,tiger,alligator,croc,wildebeast,99,99,99,99,99,99,99,99,99,99,99,99,99
470,dog,cat,giraffe,hippo,tiger,lion,horse,donkey,pelican,alligator,dolphin,shark,octopus,whale,seagull,eagle,falcon,salamander,gecko,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
471,frog,dog,cat,cow,horse,fish,chicken,donkey,turtle,mouse,rat,bird,zebra,elephant,heghog,bear,turkey,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
472,lion,tiger,bear,chimpanzee,rhino,hippo,monkey,dog,cat,elephant,leopard,cerval,coyote,panda,robin,cheetah,penguin,boar,bat,rat,mouse,possum,raccoon,echidna,bilby,bush baby,99,99,99,99,99,99,99,99,99
473,cat,dog,mouse,bear,bird,beaver,rat,frog,lizard,goat,sheep,lion,tiger,raccoon,octopus,clown fish,rhino,rabbit,cat,walrus,spider,duck,99,99,99,99,99,99,99,99,99,99,99,99,99
474,zebra,lion,elephant,dolphin,dog,cat,giraffe,ant-eater,pelican,penquin,ants,beatles,butterflies,ostrich,tiger,bear,spider,pig,horse,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
475,Cat,Dog,Lemur,Meerkat,Boar,Cow,Buffalo,Python,Hen,Rooster,Sheep,Ape,Frog,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
476,dog,cat,giraffe,fish,bunny,bird,shark,elephant,lion,cheetah,leopard,ferret,hamster,gerbal,snake,horse,pig,goat,llama,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
477,Hippo,Tiger,Lion,Cat,Dog,mouse,bird,fish,giraffe,panda,bear,otter,wolf,horse,duck,chicken,rabbit,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
478,horse cat dog pig goat fidh deer duck swan goose bird eagle giraffe lion hippo,hippo,dog,cat,giraffe,fish,clown fish,deer,elephant,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
479,dog,cat,mouse,deer,monkey,frog,lion,tiger,bear,bird,wolf,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
480,dog,cat,rabbit,zebra,mouse,bear,snake,fish,lizard,raccoon,lion,tiger,harambe,monkey,gorilla,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
481,dog,cat,bird,seal,lion,tiger,bear,monkey,zebra,butterfly,gorilla,snake,lizard,kangaroo,fish,shark,bat,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
482,lion,sealion,monkey,gorilla,monkey,bird,cat,dog,zebra,tucan,tiger,bear,fish,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
483,dog,cat,squirrel,cow,bird,pig,monkey,giraffe,elephant,lion,tiger,bear,penguin,seagull,bat,frog,lizard,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
484,monkey,bird,dog,cat,elephant,tiger,lion,giraffe,pelican,seal,shark,starfish,turttle,frog,penguin,owl,eagle,bat,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
485,cat,dog,elephant,horse,cow,sheep,goat,moose,deer,giraffe,buck,doe,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
486,tiger,lion,bear,koala,dog,cat,bird,snake,crocodile,aligator,penguin,monkey,gorilla,jaguar,cougar,panther,zebra,giraffe,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
487,Monkey,Cow,lion,deer,squirral,chimpmunk,rhino,elephant,giraffe,moose,zebra,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
488,Koala,giraffe,dog,cat,cow,fish,turtle,bear,panda,lion,deer,chimp,bird,turkey,goat,horse,sheep,snake,elephant,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
492,horse,turkey,chicken,kangaroo,lion,giraffe,dog,cat,mice,guinea pig,fish,cow,donkey,bird,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
494,cat,dog,bird,fish,hamster,rabbit,iguana,ferret,gorilla,fox,giraffe,panda,zebra,dolphin,lizard,platypus,emu,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
495,cat,dog,zebra,horse,mule,lion,tiger,bear,bird,fish,frog,crocidile,iguana,bobcat,panther,monkey,ape,chimpanzee,gorilla,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
496,dog,cat,horse,pig,mouse,cow,pig,goat,bird,owl,alligator,shark,frog,fish,horse,donkey,hamster,guinea big,rabbits,crocidile,camel,elephant,hippos,99,99,99,99,99,99,99,99,99,99,99,99
498,cat,dog,bird,snake,fish,tiger,lion,bear,elephant,pig,horse,rhino,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
499,dog,cat,mouse,sheep,goat,girafe,elephant,pig,cow,horse,chicken,kangaroo,parakeet,walrus,tiger,lion,penguin,bear,deer,unicorn,fish,shark,sting ray,jelly fish,99,99,99,99,99,99,99,99,99,99,99
501,dog,cat,duck,tiger,lion,rat,mouse,otter,fish,shark,monkey,bird,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
502,dog,cat,mouse,rooster,pig,lizzard,horse,rat,lion,cow,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
503,cheeta,horse,lion,zebra,cat,dog,horse,chinchila,tiger,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
504,monkey,cat,dog,rat,bear,snake,racoon,mouse,lizard,goose,pig],fox,wolf,cougar,cheetah,lion,frog,duck,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
505,Giraffe,Elephant,tiger,bear,monkey,fox,dog,cat,cheetah,jaguar,snake,spider,chincilla,mongoose,blue jay,robin,horse\,pig,donkey,mule,cow,sheep,99,99,99,99,99,99,99,99,99,99,99,99,99
506,Bird,Elephant,Zebra,hippo,dolphin,whale,fish,cat,dog,ostrich,rhino,seagull,hamster,porquipine,lionfish,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
507,dog,cat,elphant,zebra,lion,cougar,bear,gray wolf,fox,red wolf,coyote,salmon,swordfish,blue whale,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
509,dog,cat,beatr,fish,deer,horse,mouse,lamb,donkey,turtle,snake,monkey,frog,spider,catipiller,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
512,fox,cat,dog,pig,fly,ant,elephant,giraffe,cow,lizard,bird,squirrel,rat,mouse,bunny,turtle,rhino,monkey,gorilla,platypus,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
514,dog,cat,zebra,elephant,llanma,monkey,mouce,pug,hampster,emu,lion,giraffe,manatee,whale,robin,chickadee,lizard,gecko,rhino,hippo,dolphin,squirrel,elk,deer,99,99,99,99,99,99,99,99,99,99,99
515,giraffe,dog,cat,bird,lizard,elephant,pug,cow,squriel,tiger,lion,monkey,ziebra,duck,goose,horse,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
516,dog,cat,monkey,zebra,panda,girafe,elephant,pangolin,mountain hyrax,shrimp,clown fish,lion fish,lion,tiger,bear,leopard,rabbit,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
518,bears,bears,cats,mouse,dog,snake,eagle,hawk,horse,deer,racoon,ostrich,lion,tiger,zebra,liger,donkey,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
521,bear,car,dog,rabbit,giraffe,dinosaur,turtle,dolphin,whale,leopard,wolf,did I say bear already?,horse,pig,cow,chicken,donkey,mule,snake,mouse,rat,gerbil,armadillo,hyena,rhino,eagle,99,99,99,99,99,99,99,99,99
522,panda,lion,bear,dog,cat,fish,tiger,monkey,ferret,bird,rat,mouse,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
523,dolphin  monkey  bear  dog  cat  fish  peguin,monkey,dog,cat,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
528,dog,cat,bat,rat,tiger,lion,snake,leopard,puma,mouse,ant,beaver,horse,zebra,rhino,hippo,eagle,robin,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
529,dog,cat,mouse,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
530,fox,dog,cat,bird,lizard,elephant,pig,tuna,fish,panda,monkey,cricket,leopard,lion,tiger,snake,spider,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
531,cat,dog,elephant,panda,bear,tiger,lion,snail,sloth,mammoth,ant,bee,spider,hamster,rabbit,snake,lizard,turtle,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
532,fox cat dog bird lion bear tiger lizard penguin monkey panda kangaroo,cat,dog,lion,tiger,bird,monkey,panda,lizard,rat,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
533,dog,wolf,mouse,goose,mouse,gorilla,monkey,human,rat,weasel,otter,beaver,monkey,ape,panda,grizzly bear,bear,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
534,cat,dog,mouse,tiger,lemur,otter,fish,monkey,whale,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
535,cat dog fish elephant tiger zebra monkey giraff lion dolphin wale roster squirle,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
536,Dog,Cat,horse,monkey,bunny,rabbit,snake,squirrel,bird,zebra,elephant,groundog,gorilla,horse,jaguar,lion,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
540,cat,dog,fish,monkey,zebra,arangatang,horse,giraffe,lion,tiger,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
541,dog,cat,deer,penguin,rat,mouse,elephantt,gorilla,monkey,zebra,alligator,bird,lizard,snake,turtle,tortoise,terrapin,crocodile,platypus,fish,gerble,hamster,99,99,99,99,99,99,99,99,99,99,99,99,99
543,Dolphin,Cow,Dinosaur,Cat,Dog,Seal,Shark,Narwhal,Penguin,chicken,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
545,deer,cat,elephant,dog,hamster,raccoon,bunny,bird,fish,shark,whale,eel,starfish,pelican,flamingo,zebra,lion,tiger,horse,goat,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
546,Zebra,Giraffe,Elephant,Iguana,Cat,Dog,Snake,Bird,Rat,Mouse,Salamander,Turtle,Elk,Deer,Bear,Panda,Monkey,Gorilla,fish,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
547,Wolf,deer,coyote,cat,dog,sheep,kangaroo,polar bear,otter,goat,frog,snake,lion,jaguar,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
548,sog,cat,goose,lamb,duck,sheep,elephant,skunk,rooster,tiger,giraffe,fish,shark,dolphin,pourpise,turtle,kangaroo,leimer,monkey,gorilla,catfish,99,99,99,99,99,99,99,99,99,99,99,99,99,99
549,Bird,Dog,Cat,Ferret,Chinchila,Elephant,Zebra,Giraffe,Snake,Fish,Playtpus,Otopus,Whale,Cheetah,Llama,Horse,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
550,panda,koala,bear,polar bear,dog,cat,mouse,bird,giraffe,elephant,lion,tiger,leopard,turlte,frog,fish,dolphin,shark,snail,gerbil,hamster,raccoon,snake,rat,hen,chicken,cow,goat,99,99,99,99,99,99,99
551,Dog,cat,elephant,bird,giraffe,hippo,rhino,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
557,cat,dog,kangaroo,penguin,zebra,duck,bird,fish,horse,frog,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
559,turtle catdog elephant fish bird squiral rabbit fox deer monkey giraff,ca,dog,fish,monkey,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
561,Cat Dog Tiger OTter turtle lion cougar panther rabbit,giraffe,lion,bear,bobcat\,frog,cheeta,snake,anteater,panda,eagle,rhino,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
563,dog,cat,bird,deer,rat,mouse,turtle,monkey,rabbit,fish,shark,hampster,elephant,tiger,lion,bear,alligator,eel,octopus,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
566,Giraffe,Lion,Elephant,Deer,Dog,Cat,Snake,Bird,Tiger,Polar Bear,Grizzly Bear,Fox,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
570,Duck,goose,deer,dog,cat,squirrel,zebra,elephant,bird,mouse,rat,bear,tiger,lion,fish,whale,alligator,frog,toad,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
